program,addr,name,sample,insns,linear,in_c,missing,outcome
common,149E,FUN_CODE_149e,stride,1,BFD4,,BFD4,disagree
common,14CE,FUN_CODE_14ce,stride,1,BF93,,BF93,disagree
common,14FE,FUN_CODE_14fe,stride,1,D9FB,,D9FB,disagree
common,152E,FUN_CODE_152e,stride,1,849D,,849D,disagree
common,155E,FUN_CODE_155e,stride,1,8518,,8518,disagree
common,158E,FUN_CODE_158e,stride,1,D89F,,D89F,disagree
common,159A,load_dptr_c251_tail_jump_1100,annotation,1,C251,,C251,disagree
common,15B8,trampoline_bank0_c881,annotation,1,C881,,C881,disagree
common,15CA,FUN_CODE_15ca,stride,1,C925,,C925,disagree
common,15FA,FUN_CODE_15fa,stride,1,DE3B,,DE3B,disagree
common,1630,FUN_CODE_1630,stride,1,FE00,,FE00,disagree
common,1636,load_dptr_d991_tail_jump_1100,annotation,1,D991,,D991,disagree
common,1C14,FUN_CODE_1c14,stride,0,,,,vacuous
common,1E7F,FUN_CODE_1e7f,stride,4,0A57,0A57,,agree
common,221F,FUN_CODE_221f,stride,3,0A49,0A49,,agree
common,23C9,FUN_CODE_23c9,stride,4,0DB1,0DB1,,agree
common,26CB,FUN_CODE_26cb,stride,0,,,,vacuous
common,2820,FUN_CODE_2820,stride,6,0081 1623,0081 1623,,agree
common,2896,clear_iram_6d_7f_then_xdata_b00_bfe,annotation,5,,,,vacuous
common,2990,advance_bfe_counter_publish_at_bfd,annotation,4,0A59 0BFE,0A59 0BFE,,agree
common,2A24,FUN_CODE_2a24,stride,2,,,,vacuous
common,2A54,FUN_CODE_2a54,stride,5,,,,vacuous
common,2A99,FUN_CODE_2a99,stride,1,,,,vacuous
common,2B68,FUN_CODE_2b68,stride,0,,,,vacuous
common,2BC1,clamp_iram_80_up_to_r7,annotation,4,,,,vacuous
common,2DE3,mask_1106_then_clear_18_34,annotation,0,,,,vacuous
common,2DF4,FUN_CODE_2df4,stride,6,0A01,0A01,,agree
common,30B5,FUN_CODE_30b5,stride,6,,,,vacuous
common,3255,FUN_CODE_3255,stride,3,0A4D,0A4D,,agree
common,3555,FUN_CODE_3555,stride,4,0A47,0A47,,agree
common,36AF,FUN_CODE_36af,stride,8,0A09 0A0A,0A09 0A0A,,agree
common,383A,set_direct_bit_0c_3,annotation,1,,,,vacuous
common,386F,FUN_CODE_386f,stride,2,,,,vacuous
common,3894,set_iram_ad_88_clear_33,annotation,3,,,,vacuous
common,3AD1,FUN_CODE_3ad1,stride,3,,,,vacuous
common,3B22,mul13_table_lookup_3b22,annotation,9,,,,vacuous
common,3B3E,mul13_table_lookup_3b3e,annotation,9,,,,vacuous
common,3B4E,read_dptr_into_r6_then_r7_3b4e,annotation,3,,,,vacuous
common,3B51,dptr_3a00_plus_13x_3b51,annotation,8,,,,vacuous
common,3B70,dph_from_a_dpl_from_code_3b70,annotation,5,,,,vacuous
common,3B80,FUN_CODE_3b80,stride,2,,,,vacuous
common,3BC9,FUN_CODE_3bc9,stride,4,,,,vacuous
common,3C0A,read_0a49_then_index_iram_by_plus_97,annotation,9,0A49,0A49,,agree
common,3C18,FUN_CODE_3c18,stride,5,0A4D,0A4D,,agree
common,3C5B,FUN_CODE_3c5b,stride,3,163D,163D,,agree
common,3CFE,FUN_CODE_3cfe,stride,1,,,,vacuous
common,3D26,FUN_CODE_3d26,stride,1,,,,vacuous
common,3D92,FUN_CODE_3d92,stride,2,,,,vacuous
common,3DFC,FUN_CODE_3dfc,stride,6,,,,vacuous
common,3E93,FUN_CODE_3e93,stride,3,001C,001C,,agree
common,3F62,FUN_CODE_3f62,stride,0,,,,vacuous
common,3F9D,store_r7_to_iram_bb_then_set_68_0,annotation,4,,,,vacuous
common,3FA4,store_r7_to_iram_31,annotation,1,,,,vacuous
common,4198,FUN_CODE_4198,stride,0,,,,vacuous
common,4361,FUN_CODE_4361,stride,3,0A48,0A48,,agree
common,43A5,FUN_CODE_43a5,stride,5,,,,vacuous
common,4725,shift_and_xor_step_on_iram_af,annotation,6,,,,vacuous
common,48A6,FUN_CODE_48a6,stride,6,,,,vacuous
common,4A41,FUN_CODE_4a41,stride,1,,,,vacuous
common,4A4D,code_word_to_dptr_4a4d,annotation,8,,,,vacuous
common,4A69,code_word_to_dptr_4a69,annotation,8,,,,vacuous
common,4A76,mov_a_from_r1_4a76,annotation,1,,,,vacuous
common,4AA6,FUN_CODE_4aa6,stride,1,,,,vacuous
common,4AE0,FUN_CODE_4ae0,stride,6,,,,vacuous
common,4B29,FUN_CODE_4b29,stride,8,,,,vacuous
common,4C02,FUN_CODE_4c02,stride,40,009A 103C 103F,,009A 103C 103F,disagree
common,50DE,FUN_CODE_50de,stride,24,009F 103B 103C 103D 103E 103F,,009F 103B 103C 103D 103E 103F,disagree
common,5597,write_009f_4f_or_0f_by_r7,annotation,1,,,,vacuous
common,5882,FUN_CODE_5882,stride,14,,,,vacuous
common,5A43,addc_chain_into_r7_5a43,annotation,0,,,,vacuous
common,5DC2,FUN_CODE_5dc2,stride,4,,,,vacuous
common,6402,FUN_CODE_6402,stride,17,,,,vacuous
common,6BAE,FUN_CODE_6bae,stride,2,,,,vacuous
common,6FD6,FUN_CODE_6fd6,stride,5,,,,vacuous
common,707D,mul16,annotation,13,,,,vacuous
common,70E4,be16_add,annotation,10,,,,vacuous
common,70FA,limit_65000_minus_x,annotation,15,,,,vacuous
common,7110,dptr_plus_a_times_b_16bit,annotation,6,,,,vacuous
common,7125,FUN_CODE_7125,stride,11,,,,vacuous
common,7151,switch_case_dispatch,annotation,5,,,,vacuous
common,7177,mov_dph_r2_dpl_r1_7177,annotation,2,,,,vacuous
common,7404,FUN_CODE_7404,stride,1,,,,vacuous
common,7BFF,FUN_CODE_7bff,stride,3,,,,vacuous
pd,0000,c_startup_idata_clear,stride,0,,,,vacuous
pd,0003,ljmp_0056,annotation,0,,,,vacuous
pd,000B,ljmp_0094,annotation,0,,,,vacuous
pd,0013,ljmp_00b2,annotation,0,,,,vacuous
pd,001B,ljmp_00f0,annotation,0,,,,vacuous
pd,0023,ljmp_010e,annotation,0,,,,vacuous
pd,0050,call_10f1_then_jmp_1229,annotation,0,,,,vacuous
pd,0056,vector_wrapper_dp_0151,annotation,15,0151,,0151,disagree
pd,0094,vector_wrapper_dp_0154,annotation,7,0154,,0154,disagree
pd,00B2,vector_wrapper_dp_0157,annotation,15,0157,,0157,disagree
pd,00F0,vector_wrapper_dp_015a,annotation,7,015A,,015A,disagree
pd,010E,vector_wrapper_dp_015d,annotation,15,015D,,015D,disagree
pd,0180,dispatch_r5_write_083b_0300,annotation,9,00E2 0300 083B,00E2 0300 083B,,agree
pd,0500,c_startup_idata_clear,annotation,3,,,,vacuous
pd,05A6,mul32_accumulate_r4_r7,annotation,2,,,,vacuous
pd,06B1,shl32_16_iters,annotation,1,,,,vacuous
pd,0721,shift_right_2x16_sticky_d5,annotation,15,,,,vacuous
pd,0738,shift_r3r4_right_1,annotation,1,,,,vacuous
pd,0756,saturate_all_ones,annotation,5,,,,vacuous
pd,075D,clear_r4_r7_return_zero,annotation,1,,,,vacuous
pd,0760,saturate_r4_from_d5_r5_80,annotation,6,,,,vacuous
pd,0BAB,read_byte_by_tag_r3,annotation,0,,,,vacuous
pd,0BC4,read_byte_at_dptr_plus_r1r2_by_tag,annotation,0,,,,vacuous
pd,0BF1,add_a_into_byte_by_tag_r3,annotation,0,,,,vacuous
pd,0C46,write_byte_by_tag_r3,annotation,0,,,,vacuous
pd,0C58,write_byte_at_dptr_plus_r1r2_by_tag,annotation,1,,,,vacuous
pd,0C7A,mul_r7_r5_r4_into_r6r7,annotation,13,,,,vacuous
pd,0C8C,div_u16_by_u16_or_u8,annotation,0,,,,vacuous
pd,0D0D,read_two_bytes_by_ptr_kind,annotation,0,,,,vacuous
pd,0D38,read_two_bytes_at_offset_by_ptr_kind,annotation,0,,,,vacuous
pd,0D70,write_two_bytes_by_ptr_kind,annotation,0,,,,vacuous
pd,0D8F,write_two_bytes_at_offset_by_ptr_kind,annotation,1,,,,vacuous
pd,0DBC,add_32bit_r0r3_to_r4r7,annotation,12,,,,vacuous
pd,0E54,udiv_shift_subtract_core,annotation,0,,,,vacuous
pd,0EE6,and_32bit_r0r3_r4r7,annotation,12,,,,vacuous
pd,0EF3,or_32bit_r0r3_r4r7,annotation,12,,,,vacuous
pd,0F00,negate_32bit_r4r7,annotation,13,,,,vacuous
pd,0F0E,sub_or_cmp_r0_r7,annotation,12,,,,vacuous
pd,0F1F,shr_32bit_r4r7_by_r0,annotation,1,,,,vacuous
pd,0F32,shl_32bit_r4r7_by_r0,annotation,1,,,,vacuous
pd,0F45,read4_ptr_kind_dispatch,annotation,0,,,,vacuous
pd,0FAF,read4xdata_to_r4_r7,annotation,11,,,,vacuous
pd,0FBB,read4_code_to_r4r7,annotation,12,,,,vacuous
pd,0FCB,load_xdata_to_r0_r1_r2_or_r3,annotation,11,,,,vacuous
pd,1013,add_32bit_r4r7_into_xdata_at_dptr,annotation,11,,,,vacuous
pd,1041,write4xdata_from_r4_r7,annotation,11,,,,vacuous
pd,104D,write4_inline_args,annotation,4,,,,vacuous
pd,1064,movc_byte_to_xdata,annotation,17,,,,vacuous
pd,10BC,add_full_product_to_dptr,annotation,6,,,,vacuous
pd,10C8,read3_xdata_to_r3r1_10c8,annotation,8,,,,vacuous
pd,10E8,store_3byte_r3r2r1,annotation,8,,,,vacuous
pd,10F1,read3_code_to_r3r1,annotation,9,,,,vacuous
pd,10FD,read3_ptr_kind_dispatch,annotation,0,,,,vacuous
pd,119C,dispatch_code_table,annotation,5,,,,vacuous
pd,1229,load_dptr_then_indirect_jump,annotation,2,,,,vacuous
pd,122D,jmp_code_at_dptr,annotation,1,,,,vacuous
pd,122F,add_dptr_to_word_0d0e_ea_guard,annotation,6,,,,vacuous
pd,1253,add_word_0d0e_to_dptr,annotation,6,,,,vacuous
pd,128D,fill_bytes_by_ptr_kind,annotation,2,,,,vacuous
pd,12B9,read4_idata_to_r4r7,annotation,11,,,,vacuous
pd,12C5,read4_xdata_to_r4r7,annotation,11,,,,vacuous
pd,131B,read3_idata_to_r3r1,annotation,8,,,,vacuous
pd,132D,read3_xdata_to_r3r1_132d,annotation,8,,,,vacuous
pd,133F,clear_0807_0808_dispatch_0805,annotation,1,0803,,0803,disagree
pd,1820,store_r7_12_clear_bit_4d_tailcall,annotation,1,,,,vacuous
pd,1E4B,read_0803_and_invert,annotation,7,0803,0803,,agree
pd,1E9D,flag_from_f4ee,annotation,3,0803,0803,,agree
pd,1EFE,FUN_CODE_1efe,stride,1,0803,0803,,agree
pd,2726,invert_r7_after_f407,annotation,0,,,,vacuous
pd,347B,read_byte_to_r3_stride_60_alt,annotation,4,0408,,0408,disagree
pd,3494,load_b_60,annotation,1,,,,vacuous
pd,349B,dph_plus_double_a_349b,annotation,3,,,,vacuous
pd,34A5,read_byte_to_r7_base_0420,annotation,4,0420,,0420,disagree
pd,34C9,copy_a_to_r7_zero_r6,annotation,3,,,,vacuous
pd,34CC,copy_a_to_r5_r4,annotation,2,,,,vacuous
pd,34CE,copy_a_to_r3,annotation,1,,,,vacuous
pd,34CF,r2_r1_r0_from_a_ljmp_0f0e,annotation,4,,,,vacuous
pd,34D6,index_stride_5e_from_07d6,annotation,1,07D6,07D6,,agree
pd,34D9,read_xdata_at_dptr_34d9,annotation,1,,,,vacuous
pd,34DA,index_5e_fc,annotation,7,,,,vacuous
pd,34ED,read_xdata_at_dptr_to_r7_34ed,annotation,2,,,,vacuous
pd,34EF,set_dptr_0424,annotation,1,0424,,0424,disagree
pd,34F2,add_60a_to_dptr_34f2,annotation,1,,,,vacuous
pd,34FB,read_byte_to_r7_base_0408,annotation,3,0408,,0408,disagree
pd,3500,add_60a_to_dptr_3500,annotation,1,,,,vacuous
pd,3506,set_dptr_0a8b,annotation,1,0A8B,0A8B,,agree
pd,3509,read_xdata_at_dptr_to_r7_3509,annotation,2,,,,vacuous
pd,350B,index_5e_f4,annotation,7,,,,vacuous
pd,352C,write_3bytes_to_0a86,annotation,1,0A86,,0A86,disagree
pd,353E,add_60a_to_dptr_353e,annotation,1,,,,vacuous
pd,3544,zero_5_xdata_bytes,annotation,11,,,,vacuous
pd,354F,store_a_to_5_xdata_bytes,annotation,10,,,,vacuous
pd,3565,dptr_0418_plus_60a,annotation,4,0418,,0418,disagree
pd,357E,read_byte_to_r3_stride_60,annotation,4,0408,,0408,disagree
pd,35AC,dptr_0428_plus_60a,annotation,4,0428,,0428,disagree
pd,35DA,store_2byte_r6r7_then_0x10c8,annotation,6,07D8,,07D8,disagree
pd,35E8,dptr_0400_plus_60a,annotation,4,0400,,0400,disagree
pd,35FF,read_07d2_to_r3,annotation,3,07D2,07D2,,agree
pd,3604,index_5e_f6,annotation,7,,,,vacuous
pd,3621,add_60a_to_dptr_3621,annotation,1,,,,vacuous
pd,3627,add_r6_to_dpl,annotation,2,,,,vacuous
pd,362A,add_carry_into_dph,annotation,4,,,,vacuous
pd,3632,set_dptr_042f_then_fall_through,annotation,1,042F,,042F,disagree
pd,3635,tail_jump_10bc_with_b_60,annotation,1,,,,vacuous
pd,363E,load_a_from_r7_then_tail_10bc,annotation,2,,,,vacuous
pd,364A,mul_by_17_add_2d_split_dpl,annotation,6,,,,vacuous
pd,3655,write_dph_call_0faf_return_r7,annotation,1,,,,vacuous
pd,365C,scale_dptr_from_dptr_byte,annotation,9,,,,vacuous
pd,366E,write_xdata_then_set_r5_2,annotation,5,,,,vacuous
pd,3689,read_0a8b_then_tail_10bc,annotation,5,0499 0A8B,0A8B,0499,disagree
pd,36B9,read_xdata_to_r3_set_dptr_0400,annotation,4,0400,,0400,disagree
pd,36C2,read_0803_0804_to_r7_r5,annotation,6,0803,,0803,disagree
pd,36CB,read_07d6_tail_0c7a,annotation,6,07D6,07D6,,agree
pd,36E6,call_0f1f_then_fall_through,annotation,0,,,,vacuous
pd,36E9,mask_r7_to_bit0_clear_r4_r5_r6,annotation,7,,,,vacuous
pd,36F2,setup_3byte_store_r3r2r1_at_0807,annotation,7,07D2 0807,07D2,0807,disagree
pd,3706,set_r2_07_r1_d3_tail_10e8,annotation,2,,,,vacuous
pd,3720,read_xdata_to_r7_set_r3_r2,annotation,4,,,,vacuous
pd,373C,scaled_lookup_from_07d2,annotation,11,07D2,07D2,,agree
pd,3750,call_0faf_0f00_then_jump_0dbc,annotation,0,,,,vacuous
pd,3760,read_dptr_byte_then_tail_10bc_at_042c,annotation,4,042C,,042C,disagree
pd,3777,inc32_r4_r7_and_mul_r3_by_5e,annotation,14,,,,vacuous
pd,37A7,load_r7_then_tail_10bc,annotation,2,,,,vacuous
pd,37AE,store_r7_at_dptr,annotation,5,,,,vacuous
pd,37DE,scale_dptr_from_dptr_byte_5e_f5,annotation,8,,,,vacuous
pd,37ED,clear_r7_and_mask_r6_to_bit3,annotation,6,,,,vacuous
pd,383A,unresolved_0x383A,annotation,0,,,,vacuous
pd,384E,call_0f1f_then_return_r7_and_3,annotation,0,,,,vacuous
pd,3872,load_r0_r1_r2_r3_04_05_06_07,annotation,4,,,,vacuous
pd,38CA,read_xdata_to_r3_set_dptr_0418,annotation,4,0418,,0418,disagree
pd,38D3,read_be16_from_dptr,annotation,5,,,,vacuous
pd,393D,write_r7_r5_r3_to_consecutive_xdata,annotation,8,,,,vacuous
pd,396B,read4xdata_and_clear_r7_bit0,annotation,0,,,,vacuous
pd,3974,set_dptr_07fb_then_fall_through,annotation,1,07FB,,07FB,disagree
pd,3977,read_dptr_byte_then_07d2,annotation,4,07D2,07D2,,agree
pd,39AC,read_byte_to_r7_set_r3_1,annotation,4,,,,vacuous
pd,39DE,set_dph_call_1041_r7_03,annotation,1,,,,vacuous
pd,39E7,set_args_r1_d3_r2_07_r3_01,annotation,3,,,,vacuous
pd,39F9,tail_jump_10bc_with_b_60_and_r7,annotation,2,,,,vacuous
pd,3A0E,read4xdata_and_return_r7_bit0,annotation,0,,,,vacuous
pd,3A33,store_a_then_multiply_r7_by_5e,annotation,4,,,,vacuous
pd,3FEA,clear_ram_07_08_then_call_10e8_at_0988,annotation,4,0988,,0988,disagree
pd,4402,run_body_while_07cf_is_zero,annotation,9,07CF,07CF,,agree
pd,4800,increment_dptr_byte_and_jump_back_to_4408,annotation,1,,,,vacuous
pd,4C20,call_f739_then_return_dptr_07d0,annotation,0,,,,vacuous
pd,4C27,dispatch_entry,annotation,10,0832 0834,0832 0834,,agree
pd,4D6F,dispatch_case_06,annotation,2,0834,0834,,agree
pd,4E84,dispatch_case_09,annotation,8,083A,083A,,agree
pd,567C,scale_dptr_from_a_times_77_plus_73,annotation,7,,,,vacuous
pd,56CB,store_a_then_scaled_lookup_from_r7,annotation,10,,,,vacuous
pd,56ED,read_xdata_0852,annotation,2,0852,0852,,agree
pd,56F1,scale_dptr_from_a_times_77_plus_6e,annotation,7,,,,vacuous
pd,578E,index_stride_77_addr_r1,annotation,7,,,,vacuous
pd,584A,mul_dptr_byte_77_to_r4r5_and_arg_d7,annotation,11,,,,vacuous
pd,5874,mul_dptr_byte_77_to_arg_6c,annotation,9,,,,vacuous
pd,58AB,arg_89_from_r4r5_then_store_at_0864,annotation,7,0864,,0864,disagree
pd,58B9,scale_dptr_from_dptr_byte_77_plus_96,annotation,8,,,,vacuous
pd,5950,index_stride_77_r7,annotation,5,,,,vacuous
pd,68CE,store_a_and_copy_07f4_masked_to_07f5,annotation,10,07D2 07F3,07D2,07F3,disagree
pd,6F96,call_122f_with_dptr_fffd_6f96,annotation,1,FFFD,,FFFD,disagree
pd,6FAD,read_dptr_byte_into_r7,annotation,2,,,,vacuous
pd,6FAF,scaled_lookup_from_a_times_5e_plus_f8,annotation,8,,,,vacuous
pd,6FC5,scaled_lookup_from_a_times_5e_plus_f7,annotation,8,,,,vacuous
pd,6FD4,set_r5_then_fall_through,annotation,1,,,,vacuous
pd,6FD5,call_10bc_with_b_60_and_dptr_0433,annotation,2,0433,,0433,disagree
pd,700D,read_xdata_080d_and_set_r3_ff,annotation,4,080D,080D,,agree
pd,7014,set_dptr_0a86_and_call_10e8,annotation,1,0A86,,0A86,disagree
pd,7021,scale_5e_and_call_122f,annotation,12,FFFD,,FFFD,disagree
pd,7045,set_dptr_fffd_and_call_122f,annotation,1,FFFD,,FFFD,disagree
pd,7059,thunk_call_122f,annotation,0,,,,vacuous
pd,705C,load_dptr_from_iram_0d_0e,annotation,2,,,,vacuous
pd,7063,call_1041_then_point_dptr_07d4,annotation,0,,,,vacuous
pd,7069,read_07d4_into_r7,annotation,2,,,,vacuous
pd,706B,dptr_08e9_plus_5e_times_a,annotation,7,,,,vacuous
pd,7091,read_07d4_into_a,annotation,2,07D4,07D4,,agree
pd,7095,dptr_08ea_plus_5e_times_a,annotation,7,,,,vacuous
pd,70A3,read_08ea_table_byte,annotation,1,,,,vacuous
pd,70A4,dptr_08ed_plus_5e_times_a,annotation,7,,,,vacuous
pd,70BA,read_08ed_table_byte,annotation,1,,,,vacuous
pd,70BB,dpl_08f4_plus_5e_times_a_low_only,annotation,6,,,,vacuous
pd,70C7,store_a_to_dptr,annotation,1,,,,vacuous
pd,70C8,dptr_08e7_plus_5e_times_r7,annotation,8,,,,vacuous
pd,70D7,read_dptr_to_r3_then_dptr_08fc,annotation,9,,,,vacuous
pd,70E7,call_0fcb_then_tail_jmp_0f0e,annotation,6,080F,,080F,disagree
pd,70F8,read_dptr_to_r7_then_dptr_08f9,annotation,9,,,,vacuous
pd,7108,set_dptr_0007_call_1253_tail_jmp_10c8,annotation,1,0007,,0007,disagree
pd,7121,read_08e8_record_byte_from_r7,annotation,9,,,,vacuous
pd,7140,pack_0108e8_plus_5e_times_a_into_r1_r3,annotation,8,,,,vacuous
pd,714F,dptr_0a2d_plus_17_times_a,annotation,8,,,,vacuous
pd,715E,dptr_08e4_plus_5e_times_a,annotation,7,,,,vacuous
pd,716C,dptr_08e3_plus_5e_times_a,annotation,7,,,,vacuous
pd,717C,set_dptr_ffff_tail_jmp_122f,annotation,1,FFFF,,FFFF,disagree
pd,7182,pack_0108e3_plus_r6_r7_into_r1_r3,annotation,7,,,,vacuous
pd,718D,store_a_to_dptr_and_zero_r2_r3,annotation,5,,,,vacuous
pd,7392,count_07cb_up_to_3_over_07ca_records,annotation,14,07CA 07CB,07CA 07CB,,agree
pd,7580,set_07d2_and_return_r7_zero_or_one,annotation,4,07D1 07D2,07D1 07D2,,agree
pd,7753,call_f75c_with_07d1,annotation,3,07D1,07D1,,agree
pd,775C,call_e4d0_return_r7,annotation,3,07D1,07D1,,agree
pd,7E91,reload_0a8b_call_f75c,annotation,3,0A8B,0A8B,,agree
pd,805E,update_07d4_state,annotation,5,07D4,07D4,,agree
pd,8210,call_dc29_with_07d4,annotation,4,07D4,07D4,,agree
pd,821B,fill_0849_0857_block,annotation,17,042F 0849 084A 0851,042F 0849 084A 0851,,agree
pd,8576,step_state_07d0_07d1,annotation,9,07D0,07D0,,agree
pd,8716,call_f22e_with_07d0,annotation,3,07D0,07D0,,agree
pd,8814,store_3bytes_at_dptr_plus_1,annotation,1,,,,vacuous
pd,88BE,update_07d6_table_entries,annotation,12,07D6,07D6,,agree
pd,8BC0,call_f739_then_read_07d1,annotation,0,,,,vacuous
pd,8D41,advance_07d2_counter_and_dispatch,annotation,3,07D2,07D2,,agree
pd,8EA6,call_7ce0_with_r5_0b,annotation,1,,,,vacuous
pd,9021,stub_set_r4_07,annotation,1,,,,vacuous
pd,9023,make_dptr_r4_minus_3,annotation,1,,,,vacuous
pd,9024,make_dptr_a_minus_3,annotation,2,,,,vacuous
pd,9026,make_dptr_r6_minus_3_9026,annotation,1,,,,vacuous
pd,9028,make_dptr_r6_minus_3_9028,annotation,5,,,,vacuous
pd,9066,make_dptr_a_minus_3_col_12,annotation,5,,,,vacuous
pd,906D,make_dptr_r6_minus_3_col_r3,annotation,5,,,,vacuous
pd,9076,read_byte_at_dptr_to_r1,annotation,2,,,,vacuous
pd,9078,make_dptr_a_minus_3_col_14,annotation,4,,,,vacuous
pd,907E,make_dptr_r6_minus_3_col_r5,annotation,5,,,,vacuous
pd,9087,read_and_increment_32bit,annotation,1,,,,vacuous
pd,909A,read_bit0_of_08fc_row,annotation,7,,,,vacuous
pd,90B1,store_4bytes_at_0a86,annotation,1,,,,vacuous
pd,90B3,store_3bytes_at_0a86,annotation,1,0A86,,0A86,disagree
pd,90C0,read_xdata_00b0_plus_r4,annotation,7,,,,vacuous
pd,90CF,dph_plus_double_a_90cf,annotation,3,,,,vacuous
pd,90D6,read_table_08f4_step_5e_minus_1,annotation,10,,,,vacuous
pd,90E8,read_xdata_r6_minus_3_low_a,annotation,7,,,,vacuous
pd,90F3,set_dptr_0004_then_fall_through,annotation,1,0004,,0004,disagree
pd,90F6,call_1253_then_jump_10c8,annotation,0,,,,vacuous
pd,90FC,call_0c46_then_dptr_0d0e,annotation,0,,,,vacuous
pd,90FF,set_dptr_0d0e_90ff,annotation,2,,,,vacuous
pd,9106,read_xdata_0a2c_step_17,annotation,8,,,,vacuous
pd,9115,read_dptr_to_r5_r6_zero_r7,annotation,5,,,,vacuous
pd,911C,read_xdata_07ca_into_r6,annotation,4,07CA,,07CA,disagree
pd,9123,dpl_090d_plus_5e_times_a,annotation,6,,,,vacuous
pd,912F,dpl_0931_plus_5e_times_a,annotation,6,,,,vacuous
pd,9147,dpl_0929_plus_5e_times_a,annotation,6,,,,vacuous
pd,915E,load_r5_then_write_via_915f,annotation,1,,,,vacuous
pd,915F,write_a_to_dptr_set_r6_r4_ret6,annotation,5,,,,vacuous
pd,9166,read_xdata_07c9_into_r6,annotation,4,07C9,,07C9,disagree
pd,9177,set_b60_dptr_04a3_tail_10bc,annotation,2,04A3,,04A3,disagree
pd,96E8,dptr_07d1_then_scale_via_96ed,annotation,1,07D1,07D1,,agree
pd,96EB,read_dptr_to_r7_then_scale,annotation,2,,,,vacuous
pd,96ED,dptr_0a13_plus_17_times_a,annotation,7,,,,vacuous
pd,96FB,dptr_0819_then_scale_via_96ff,annotation,1,0819,0819,,agree
pd,96FE,read_dptr_to_a_then_scale,annotation,1,,,,vacuous
pd,96FF,dptr_0a27_plus_17_times_a,annotation,7,,,,vacuous
pd,970D,zero_xdata_0a14_step_17,annotation,8,,,,vacuous
pd,971B,write_a_to_dptr,annotation,1,,,,vacuous
pd,971C,dptr_0a15_plus_17_times_r7,annotation,8,,,,vacuous
pd,972B,dptr_07d4_then_fall_through,annotation,1,07D4,07D4,,agree
pd,972E,load_r0_r3_then_read_dptr_times_17,annotation,7,,,,vacuous
pd,973C,dptr_07d1_then_tail_0faf,annotation,2,07D1,07D1,,agree
pd,9740,dptr_from_a_mul_5e_add_fc_tail_jump_0faf,annotation,7,,,,vacuous
pd,9750,load_a_from_r7_9750,annotation,1,,,,vacuous
pd,9751,dptr_from_a_mul_17_add_29,annotation,7,,,,vacuous
pd,975F,read_xdata_07d4_into_r3,annotation,3,07D4,07D4,,agree
pd,9764,dptr_from_a_mul_17_add_17_first_half,annotation,2,,,,vacuous
pd,9768,dptr_from_a_add_17_second_half,annotation,5,,,,vacuous
pd,9772,read_xdata_07d4_into_a,annotation,2,07D4,07D4,,agree
pd,9776,dptr_from_a_mul_17_add_1b,annotation,7,,,,vacuous
pd,9784,call_0faf_0f00_0dbc_then_r3_23,annotation,1,,,,vacuous
pd,9792,clr_carry,annotation,1,,,,vacuous
pd,9793,copy_a_to_r0_r1_r2_tail_jump_0f0e,annotation,3,,,,vacuous
pd,9799,load_a_from_r7_9799,annotation,1,,,,vacuous
pd,979A,read_xdata_table_byte_idx_a_mul_17_add_14,annotation,8,,,,vacuous
pd,97A9,dptr_from_a_mul_17_add_2c,annotation,8,,,,vacuous
pd,97B8,load_a_from_r7_97b8,annotation,1,,,,vacuous
pd,97B9,read_xdata_byte_at_r4_minus_3_page_01,annotation,9,,,,vacuous
pd,97C7,dptr_page_sel_from_r6_minus_3_first_half,annotation,3,,,,vacuous
pd,97CB,read_xdata_byte_at_r6_minus_3_page_01,annotation,6,,,,vacuous
pd,97D5,dptr_from_a_mul_5e_add_04_tail_jump_0faf,annotation,7,,,,vacuous
pd,97E5,test_r7_bit_5,annotation,2,,,,vacuous
pd,97E8,clear_r4_r5_r6_return_a,annotation,6,,,,vacuous
pd,97EF,dptr_from_a_mul_17_add_23_first_half,annotation,2,,,,vacuous
pd,97F3,dptr_low_from_a_add_23_no_dph_store,annotation,4,,,,vacuous
pd,97FB,dptr_from_a_mul_17_add_28,annotation,8,,,,vacuous
pd,982F,call_0faf_0f00_0dbc_return_zero,annotation,0,,,,vacuous
pd,9849,call_0bc4_keep_result_in_r7,annotation,0,,,,vacuous
pd,984D,call_0eeae,annotation,0,,,,vacuous
pd,9850,load_dptr_d9ef_tail_jump_10f1,annotation,1,D9EF,,D9EF,disagree
pd,985D,call_0d8f_write_00_04_to_07da_07db,annotation,0,,,,vacuous
pd,987F,FUN_CODE_987f,stride,4,,,,vacuous
pd,9883,read_xdata_byte_to_r7,annotation,2,,,,vacuous
pd,9885,set_multiplier_2,annotation,1,,,,vacuous
pd,9888,mul_ab_into_dptr,annotation,3,,,,vacuous
pd,98A1,load_dptr_07d0,annotation,1,07D0,07D0,,agree
pd,98A4,read_xdata_byte,annotation,1,,,,vacuous
pd,98A5,mul_by_0c_return_r6r7,annotation,4,,,,vacuous
pd,98AD,call_0d8f_then_take_r7,annotation,0,,,,vacuous
pd,98B1,inc_r7_carry_to_r6_setup_0005,annotation,7,,,,vacuous
pd,98BE,load_dptr_0004,annotation,1,0004,,0004,disagree
pd,98C1,add_r6r7_to_r1r2_tail_0bc4,annotation,6,,,,vacuous
pd,98DF,store_a_to_r2,annotation,1,,,,vacuous
